text,emotion
"""Mayroong isang bata na masayahin.""",3
"""Kaya tulung-tulong tayo sa mga gawain para makapaghanda tayo nang maaga"", ang nakangiting paalala ni Nanay Laura.",3
"""Masarap sa pakiramdam ang makapagbakasyon sa magandang lugar kasama ang pamilya.""",3
Tuwang-tuwa si Poknoy Palaka.,3
Heto na ang pagkakataong hinihintay niya!,3
"Dahil ang mga langaw at iba pang insekto ay kanilang kinakain.""",3
Bilib na bilib ako kay Raquel.,3
Wiling wili ako sa pakikinig at pangangarap ng sinasabi niyang pambihirang daigdig.,3
Pasayaw-sayaw lang at patalon-talon.,3
"""Kaibigang Langgam, halika't maglaro,"" sabi ni Tipaklong na pabiro-biro.",3
"""Pupula ang balat ko at lalong gaganda"" ",3
"Pero pagbagsak sa tubig, biglang nagtawa si Pagong. ",3
"""Pagpunta ni Anna sa palaruan, nakasalubong niya si Abby. “Magandang hapon, Abby!”",3
 Mahaba ang buntot ni Lala at palaging kumakawag kapag masaya.,3
"""Pagkatapos ng isang linggo, sa wakas ay gumaling na ang mga sugat ni Lala."" ",3
Masaya ako ngayon!,3
"""“Ang saya nga e, nakakatakot noong una pero masaya talaga siyang gawin.”""",3
"""“Sige! Ikwento mo naman sa amin ang mahiwagang tahanan!” sabik na wika ng dalawang kabigan ni Andi.""",3
"""“Napangiti si Iya, “Ibig mong sabihin, araw-araw nag-iiba ang bahay ninyo?”""",3
"""Ito ay binubuo ng pagmamahalan ng lahat ng nakatira rito.""",3
"""“Sige! Ikwento mo naman sa amin ang mahiwagang tahanan!” sabik na wika ng dalawang kabigan ni Andi.""",3
"""“Napangiti si Iya, “Ibig mong sabihin, araw-araw nag-iiba ang bahay ninyo?”""",3
"""Ito ay binubuo ng pagmamahalan ng lahat ng nakatira rito.""",3
"""Pare-pareho kami na gusto ang masayang buhay na puno ng adventures.""",3
"""Malaki man o maliit ang bahay, ang mahalaga ay kung paano nagmamahalan ang mga nakatira rito,” paliwanag ni Andi.""",3
"""Ang sikreto ng hiwaga ay pagmamahal, kasiyahan, at malawak na imagination!” masayang dagdag ni Andi.""",3
"""“Pwede rin palang maging mahiwaga ang aming bahay... ay, tahanan pala! He! He! He!”, wika ni Iya.""",3
"""Ayan, mas masaya kapag mas madami!""",3
"""Sa sobrang saya ng magkakaibigan sa paglalaro, hindi nila namalayang palubog na pala ang araw.""",3
"""Ha! Ha! Ha! Ang saya ninyong kalaro. Maglaro ulit tayo bukas!""",3
"""Dahan-dahang nagpatalun-talon ang mag-anak at naghanap ng komportableng pugad sa malaking puno.""",3
"Parang ang saya n’yo naman, Iska at Mutya!",3
"Sige po, sasali po ako ulit! Ang saya-saya po ng mga ginawa natin,""",3
"""Kinabukasan, nagising si Mutya sa mga tawanan at masasayang boses na kanyang narinig sa isang pugad malapit sa kanyang tinulugan.""",3
"""Ang saya ng aming weekend dahil umikot kami sa buong Singapore.""",3
"""Lagi kaming may reunion at lagi rin kaming masaya.""",3
"""Natutuwa ang magulang ni Mila sa kanyang natutunan.""",3
"""Pagbalik niya sa bahay, masayang isinalaysay ni Mila sa kanyang mga magulang ang kanyang naranasan.""",3
"""Natutwa ako, ngayon lang ako nakapunta sa Hong Kong.""",3
"""“Lola, ang sarap ng adobong ginawa mo.”""",3
"I love you lola!”""",3
"Uuwi tayo sa Palawan!"", ang masayang bulalas ni Tatay Ador.""",3
"""“Yehey!!!"", ang sigaw ni Lira at ng nakababata niyang kapatid na si Lily.""",3
"""“Masarap sa pakiramdam ang makapagbakasyon sa magandang lugar kasama ang pamilya.""",3
"""“Nagliwanag ang kanyang mukha at sinabing “Pwede tayong magbahagi ng pagkain at Salita ng Diyos sa ating mga kapitbahay!”""""",3
Masaya kapag buo ang pamilya.,3
Naglaro kami roon na siyang ikinatuwa ng aking tatlong taong gulang na kapatid.,3
Sobrang saya ng pamilya namin.,3
Napakasarap ng pagkain!,3
"Napakasaya sa Sta. Cruz, Laguna!",3
"""Ito kaya ang mahiwagang antipara? Masayang pinaglaruan ni Gita ang napulot na antipara at may kasabikang sinuot ito.",3
"""Kailangan magamit ko ang hiwaga ng antipara,” sambit niya habang may pananabik na lumangoy sa ilalim ng dagat.",3
“Excited na akong lumabas at makipaglaro sa aking mga kaibigan.”,3
Nakakatuwa sila habang lumalaki.,3
"Sa pag-uwi namin ng kapatid ko galing sa eskuwelahan, tuwang-tuwa kami sa pagsalubong nila.",3
Mahal na mahal namin sila.,3
"Nang dumating ang dalawang pusa, tuwang-tuwa ang lola ko.",3
Masaya ako dahil magaling magluto si Mama.,3
Lagi siyang naroon kapag may selebrasyon.,3
"Sina Mama at Papa, the best talaga!",3
Mahal nila ako at mahal ko rin sila.,3
"Si Chovid po, tinutulungan niyang mag-ayos ng washing machine ang Tatay niya para raw po masaya ang mga magulang niya.",3
"Si Chiko naman, nag-aaral ng Filipino kasi dapat daw pong mahalin natin ang ating wika.",3
"“Thank you, sa pagtuturo. ",3
Titiisin niya para lang siya ay sumama at kami’y mapasaya.,3
"Kahit matanda na siya, siya ay lagi pa ring masaya.",3
Mahal na mahal niya rin ang mga halaman pati lahat ng hayop sa kagubatan.,3
Hindi na kami makapaghintay dahil matagal-tagal na rin kaming hindi nagkasama-sama ng aking mga pinsan.,3
"""Hindi na ako malulungkot,"" sigaw ni Bathala na tuwang-tuwa. ",3
Tuwang-tuwa ang mga tao sa ginawang himala ni Bathala.,3
"Katamtaman na ang init at lamig! Salamat, O Bathala!"" ",3
Tuwang-tuwa sila na makita ang Hari ng mga Hari.,3
Mababait ang mga kapwa-manok.,3
Mahal na kaibigang Kokok.,3
Iyon lang at masaya nang nagtatalon palayo si Poknoy Palaka.,3
Masaya siya dahil may magandang aral siyang natutunan.,3
"Nang lumabas ng ospital si Raquel, mapula na naman ang kaniyang pisngi, May ngiti na uli ang kaniyang labi.",3
"Hanggang ngayon, sa lahat ng aking mga pinsan, si Raquel pa rin ang aking hinahangaan.",3
Mahigpit na mahigpit na para bang hindi ko na siya pakakawalan pa.,3
"Nang tumapat ito sa araw, nakita ng lahat ang angking ganda ng sombrero!",3
"""Salamat po, Mang Lito!"" sabi ni Mia.",3
Kumalat na ang balita tungkol sa magaganda at matitibay na sapatos.,3
"""Kahanga-hanga ang pagkakagawa,"" sabi nito.",3
Naipagbili rin ni Donillo ang mga sapatos sa magandang presyo.,3
"""Napakaganda at walang kaparis ang mga sapatos mo,"" wika ng mamimili.",3
"""Maganda ang naisip mo,"" sabi ni Donillo",3
Nagsayawan sa tuwa ang dalawang dwende.,3
"""Nagustuhan n'yo ba?"" nakangiting tanong ni Jelina.",3
"""Salamat sa tulong ninyo sa amin,"" wika ni Donillo.",3
Niyakap ni Jelina ang mga ito.,3
Mula noon ay lalong naging popular ang pagawaan ng sapatos ni Donillo.,3
"Magaganda, matitibay at kakaiba kasi ang mga sapatos nito.",3
Naging popular din ang dalawang dwende na araw-araw ay iba ang isinusuot na damit dahil itinatahi sila ni Jelina.,3
Maraming masarap na pagkain sa aming bayan.,3
Upang may makain silang masarap na keso araw-araw.,3
"Paglanding sa buwan, agad siyang bumaba, sa paligid ng buwan ay masayang luminga-linga.",3
"""Totoo nga pala!"" sigaw niyang buong saya.",3
Araw-araw naman itong si Tipaklong ay pakanta-kanta at patalon-talon.,3
"""Ang sarap mag-aliw! Langgam, ang buhay mo ay huwag sayangin,"" sabi ni Tipaklong.",3
"Tuwang-tuwang kinain nina Tiya Justa, Juanita, at Jovita ang alimango.",3
"Dumalo sa palasyo ang mga tao para tingnan ang magandang asawa ng Prinsipe, ang magandang si Mariang Alimango.",3
"""Pakakasalan daw ng Prinsipe ang may-ari ng sapatos,"" nasasabik na sabi ng dalawang kapatid ni Maria.",3
Napalundag sa tuwa si Matsing.,3
"""Mas maganda ang nakuna ko. May dahon na kaya madaling mamumunga, sabi ni Matsing.",3
Lumaki ito nang lumaki hanggang mamunga. Masayang-masaya si Pagong. ,3
Nagtawa na lamang nang nagtawa si Matsing.,3
"""Dadami pa kami at lalong sasaya."" ",3
Naging magkaibigan na sila.,3
" Dahil naisahan na naman niya ang mga tao, tumawa nang tumawa ang batang pastol.",3
"""Minsan siyang nagkaroon ng kabigha-bighaning asawa na may ngiting tila banayad na sikat ng araw sa kaniyang mukha, at kung tumawa’y tila kuliling ng maliliit na kampanilya.""",3
"Masaya niyang pinagmasdan ang dalawang makulay na saranggola sa kalangitan.""",3
"""Aba, salamat ‘ka mo, Boyet!"" sabi ng Tatay ni Niño.""",3
"""Salamat ‘ka mo, Niño,"" sabi ng Tatay ni Boyet.""",3
"""Salamat, pinsan! Pa’no mo nalamang sira ang sasakyan ko?"" tanong ng tatay ni Niño.""",3
"""Salamat talaga, pinsan! Pa’no mo nalamang problema namin ang sasakyang magdadala ng mga gulay sa palengke?"" tanong ng tatay ni Boyet habang inilululan ang mga talbos, talong, kamatis, at kalabasa.""",3
"""“Napakahusay mo talaga, o Araw na kayliwanag!”""",3
"""Nagpasalamat si Inang Kalikasan sa mga mamamayang-dagat, at tinawag ang susunod sa pila.""",3
"""Ngumiti si Inang Kalikasan.""",3
"""Sumayaw ang reyna at ang mga bata.""",3
"""Ngumiti ang lahat, nagsipagtawanan, at sumali sa sayawan.""",3
"""Nagpatuloy ang kasiyahan, hanggang dumating na sa wakas ang buwan at mga bituin, at panahon na para mahimbing.""",3
"""“Tuwang-tuwa kaming masilayan sa kalangitan ang mga dambuhalang ibon!""",3
"""Nagtatatalón kami sa katuwaan dahil sa tanang búhay namin, noon lámang kami nakakíta ng ganoon kalalaking ibon.""",3
"""Bílang pasasalamat, ibinigay niya sa akin ang isang sombrerong pandigma.""",3
"""“Nang matapos ang giyera, maraming natuwa sa pag-alis ng mga Hapón.""",3
"""Abá, marami rin akong kuwento noong batà na tiyak na magugustuhan mo!” pangako ni Tatay.""",3
"""Gusto ko na agad na dumating ang Sabado at Linggo!""",3
"""Gusto kong makilala si Tatay noong batà siya.""",3
"""Gusto kong maláman ang kuwento ng San Rafael!""",3
"""At higit sa lahat, gusto kong dalawin ang mahal kong Lolo, si Lolo Juanito!""",3
"""“Pwedeng kumaway, Nanay! Pwede ring mag 'small heart,' nakangiting sagot ni Ella.""",3
"""Humanga si Mang Roberto sa husay ng kamay ni Lino sa bunso niya.""",3
"""Humalo sa masayang istoryahan ng matatanda ang masiglang kalatok ng gunting niya at halakhak ng mga palakuwentong bata.""",3
"""Naging masaya at malusog ang mga mamamayan ng Maaliwalas, higit pa siguro sa nararapat.""",3
"""Nagpasalamat ang mga tao kay Pedro sa pagbabahagi niya ng katotohanan.""",3
"""Aaliwin ni Brownie si Melo sa laro ng tapon-balik, at kakalong si Muning kay Lucing para maglambing.""",3
"""“Natutuwa ako sa mga ibon, pero huwag sana sa aking ulo.”""",3
"""Gustung-gusto man niya ang pagdalaw at pagkanta ng mga ibon, ginugulo ng mga ito ang kanyang buhok.""",3
"Sumagot si Pikpakbum, ""Kainin mo ang paa mo!"" At tumawa nang tumawa habang mabilis na tumatakbo.",3
Mahal na mahal ni Tiya Justa ang dalawa,3
"At sabihin man niyang ang buwan ay bato, ang tingin pa rin ng lahat, ito'y masarap na keso.",3
"""“Isa pa, maaari rin tayong mag-isip ng mga pwede nating gawin kahit nasa bahay na kapakipakinabang at masaya”""",3
Ako na talaga ang pinakasuwerte sa buong mundo!,3
"""Napatawa si Nanay. 'Alam mo bang ipinaglihi kita sa haluhalo?""",3
"""Oo, gustong-gusto ko ang haluhalong maraming gatas, masarap na makapuno, malutong na pinipig, at minatamis na saging.""",3
"""Kundi pati ang matamis na pagmamahalan nina Nanay at Tatay.'""",3
Natutuwa ako dahil may mahabang-mahabang-mahaba palang kuwento sa likod ng aking mahabang-mahabang- mahabang pangalan.',3
Sa kanyang diwa ay nakikita niyang maligayang kumakain sa harap ng hapag-kainan ang kanyang mga anak. ,3
"""Oh salamat."" sabi niya sa unggoy.",3
"""Iniligtas mo ang aking buhay at palagi akong magpapasalamat.""",3
Ngumiti lamang si Tungkung Langit saka yumukod kay Alunsina.,3
"Nag-aayos ng iyong buhok at nananatiling maganda."" ",3
Napasaya mo ang buo mong pamilya sa pamamagitan ng iyong pagmamahal at pagbahagi.,3
Napawi ang lungkot at luha ko at napalitan ng ginhawa't tuwa.,3
Laging may masarap na meryendang naghihintay sa amin.,3
Ang sarap!,3
"Haaay salamat, tapos na ang klase, puwede na kaming umuwi!",3
Nagtakbuhan kami para salubungin ang mga nanay at tatay namin sa labasan---Siguradong nandiyan na si Nanay!,3
"""Ang paborito kong kanang tsinelas!""",3
"""Sa wakas ay magkasamang muli!""",3
Napatalon si Carlo sa tuwa.,3
"Masarap na pagkain ang aming mga butil.""",3
"""May pagkain na tayo ngayon,"" tuwang-tuwang balita niya kay Banag.",3
"""Masarap na agahan at hapunan lagi ang alay ni Boyet at ni Niño sa karterong pusa!""",3
"""Salamat sa pusang walang kamalay-malay na naging kartero ng dalawang batang magpinsan na nagawang mapagbati ang kanilang magpinsan ding mga tatay!""",3
Ang galing!” ang masayang tugon ni Minda.,3
Maganda pala na maramdaman ng kapwa natin bata na sila ay may karamay”.,3
"""Masarap ding magluto si lola.""",3
"""Kung puro trabaho, para kang bilanggo, di mo nasusunod ang gusto ng puso,"" sabi ni Tipaklong na pabiro-biro.",3
"""Ang sarap,"" sabi ni Pikpakbum.",3
“Masaya ako na makipagkwentuhan sa inyo.”,3
"“Maraming salamat,” ang tugon ni Pepe.",3
"""“Tama!” masayang tugon ng dalawang aso.""",3
"Lagi kaming may reunion at lagi rin kaming masaya.""",3
"""Ang saya ng aming weekend dahil umikot kami sa buong Singapore.""",3
“Ang bawat buto na isinasantabi ko sa lupa ay parang buhay na pasasalamat sa mga taong tumulong sa akin.”,3
"“Nakikita ko ang kinabukasan, anak,” sabi ni Elias.",3
Ngingitian ko na lang ang nagdaan habang tinitingnan ang hinaharap.,3
“Napakabuti mong ehemplo.”,3
Ngunit sinira ng malakas na bagyo ang kanilang mga bahay sa tabing-dagat.,4
Pagod na ako sa ganitong buhay. Hindi tuloy tayo magkaanak.,4
Ngunit biglang dumating ang tagtuyot.,4
"Matagal na hindi umulan, at natuyo ang lupa.",4
"Namatay ang mga halaman at punongkahoy, at nawala ang mga hayop at ibon.",4
Namatay ang mga isda sa natuyong batis.,4
Ngunit wala pa rin siyang makitang pagkain.,4
"""Pero minsan pwede rin na hindi masaya.""",4
"""Si Lily ay bata pa kaya’t hindi pa niya lubos na nauunawaan ito ngunit siya’y malungkot din sapagkat malungkot si Ate.""",4
"Si Onyok, ang bunsong manok, Ang bukod tanging nagmumukmok.",4
"Ubo, ubo lang ang tunog Na kaya niyang ibuga.",4
Nagtampo na ba ang kaniyang mga ngiti?,4
"""Ako'y hiyang-hiya,"" sabi ni Tipaklong.",4
Hindi malimot ng Prinsipe si Maria.,4
Niyakap siya ng dalawa habang patuloy pa rin siya sa pag-iyak.,4
Walang nagawa si Senyang Kusinera kundi pulutin ang mga pagkain sa sahig.,4
Sayang naman ito. ,4
"Ganoon daw talaga ang giyera - malakas makaubos ng lakas, makapagod ng isip at makalaspag ng kaluluwa.",4
Nasalanta ang buong bayan ng Tierra Verde at halos walang nakaligtas.”,4
"Libu-libo na rito ang namatay, sinira ng daga o hindi nakaligtas sa bugso ng kalikasan.",4
"""Noong tumanda na sina Brownie at Muning, unti-unti silang nanghina at pumanaw.""",4
"""Nauna si Brownie, na hinimlay ni Melo sa lilim ng puno ng mangga.""",4
"""Hindi nagtagal, sumunod na si Muning, na inilibing ni Lucing sa ilalim ng mga bulaklak ng zinnia na hilig niyang gawing palaruan.""",4
"""Sa lubhang lungkot nina Melo at Lucing, parang nawalan ng kulay ang mga hardin.""",4
"""At bago muling pumasok ng bahay, malungkot niyang napansing nanilaw na ang mga pipinong pinagkakaingatan ni Melo.""",4
"""“Hindi ko na rin po ba pwedeng ayusin ang mahabang buhok ng kaibigan kong si Julie?” malungkot na sagot ng bata.""",4
"""Pero akó’y nalungkot dahil umalis na rin ang aking naging kaibigang Hapón.""",4
"""Labis lámang ang aking panghihinayang, sumakabilang-búhay nang maaga ang aking Izumi,” huminang muli ang boses ni Lolo.""",4
"Patawarin mo nawa ako, aking reynang walang korona.”""",4
"""Maghapon lang siyang nakatanghod sa bintana, tahimik na umaasang makapaglalaro muli sa labas.""",4
"""Pinagod niya nang husto ang kaniyang sarili, hanggang isang araw ay tinakasan na siya ng hininga, at hindi na niya ito muling nahabol pa.""",4
"""Pumanaw ang kabiyak ng haciendero noong tag-araw ng ika-anim na taon ng kanilang pagsasama, at naulila ang kanilang munting supling na si Francisco.""",4
"""Mahina ang kaniyang katawan at sakitin, bagamat taglay niya ang ngiti at sigla ng kaniyang ina.""",4
"""Madali siyang mapagod at hindi niya kayang magbabad sa labas ng bahay sa buong maghapon.""",4
"""Ang kaniyang katawan, na mahina na noonpaman, ay nauubusan na ng sigla.""",4
"""Tila tinatakasan lagi ng kulay ang mukha niya, at napapadalas na rin ang pagsisikip ng kaniyang hininga para ipagwalang-bahala pa.""",4
"Kaya mas malas ako kaysa iyo.""",4
"""Waaa!"" biglang iyak ng bulate.",4
"""Bakit ka umiiyak, kaibigan?"" tanong kay Putot ng nagdaraang bulate.",4
Inggit na inggit siya sa mahabang buntot ng iba at ikinahihiya naman ang buntot niya.,4
Awang-awa si Pilandok sa taumbayan,4
Nalanta ang mga dahon at nabulok ang puno nito.,4
Malungkot na malungkot si Matsing.,4
"""Hu! Hu! Hu!"" iyak ni Matsing.",4
habang si Maria ay itinatratong parang alila.,4
Isang kawawang dalaga si Maria.,4
Bata pa siya nang mamatay ang kaniyang ina.,4
Umiiyak si Maria nang marinig niya ang isang matamis na tinig.,4
"Sa tindi ng lungkot, iniutos ng Prinsipe na hanapin ang may-ari ng kabiyak na sapatos.",4
Umiiyak si Maria nang marinig niya ang isang matamis na tinig.,4
Wala ng pera si Donillo.,4
"Kailangan ni Jelina ng gamot,"" malungkot na sabi ng lalaki.",4
Isang araw ay nagkasakit si Jelina.,4
Ang sakit niya ay tumagal at lumubha hanggang naubos ang ipon nila sa pagpapagamot.,4
"Ngunit naisip niya, bakit parang may kulang?",4
Umiyak ako nang umiyak kay Nanay.,4
Kawawang Beybi Dan! Umupo siya at parang maiiyak na!,4
"""Akala naman ni Onyok, Parati siyang pinagtatawanan Ng mga kapwa-manok.""",4
“Bakit ka mag-isa ngayon?”,4
"“Sinuway ko ang utos ni Inay,” malungkot na sagot ni Chonggi.",4
"Sa tindi ng lungkot, iniutos ng Prinsipe na hanapin ang may-ari ng kabiyak na sapatos.",4
"""“Pero minsan pwede rin na hindi masaya.""",4
"""Isa-isang namamatay ang mga alagang hayop ni Filix at inilibing sila sa lupa kung saan naroon ang mga halaman ng kaniyang nanay na si Aling Bea.""",4
"""Noong namatay na ang lahat ng mga alaga niyang hayop, malapit nang umiyak si Filix.""",4
"""Nalungkot ako sa nangyari sa kanya."" ",4
"""Sa bahay, nakita ko ang larawan namin ni Lala at naiyak ako sa nangyari sa kanya.""",4
"""Sayang..."" bulong niya.",4
"Akala ko nilimot mo na ako.""",4
"""At dahil nangungulila na rin si Lucing, kinumusta rin niya si Melo.""",4
"""Dahil parehong nagluluksa sa pumanaw nilang mga alaga, nakahanap sila ng karamay sa isa’t isa.""",4
Nahihirapan ako sa bigat ng aking damdamin.,4
Naiiyak ako kapag naalala ko ang mga masasakit na pangyayari.,4
Laging may lungkot sa aking puso.,4
Nahihirapan ako sa lungkot na dala ng pagkawala ng mahal sa buhay.,4
Masakit isipin na wala nang magagawa para mabawi ang nawala.,4
Ang bawat araw ay parang walang sigla.,4
Nalulungkot ako sa paglipas ng panahon na hindi ko na maibabalik.,4
Napapaluha ako sa pag-alala sa mga masasayang alaala.,4
Nahihirapan ako sa pagtanggap ng katotohanan.,4
Ang bawat araw ay parang walang liwanag.,4
Nababalot ako ng lungkot at pangungulila.,4
Hirap na hirap ako sa pagpigil ng aking luha.,4
Nagdurusa ang aking puso sa bigat ng kalungkutan.,4
Napapaisip ako kung bakit ganito ang tadhana.,4
Laging may luha sa aking mga mata.,4
Nahihirapan ako sa paglipas ng panahon na hindi kasama ang minamahal.,4
Lagi akong nakatulala sa kawalan.,4
Nasasaktan ako sa tuwing naalala ko ang mga pangako na hindi natupad.,4
Lagi akong nababalot ng lungkot kahit sa kaligayahan.,4
Naiiyak ako kapag naaalala ko ang mga pangarap na hindi natupad.,4
Napapagod na ako sa pagtatago ng aking lungkot.,4
Hindi ko kayang pigilin ang sakit na nararamdaman sa loob ng aking puso.,4
Nahihirapan ako sa pagtanggap na wala na ang minamahal.,4
Lagi akong nag-iisa sa aking kalungkutan.,4
Napapaluha ako kapag naaalala ko ang mga pinagdaanan.,4
Nababalot ako ng lungkot sa tuwing naaalala ko ang mga pangako.,4
Ang lungkot ay parang naglalakbay sa aking kalooban.,4
Nahihirapan ako sa pagtanggap na hindi na magbabalik ang dating saya.,4
Naiiyak ako kapag naaalala ko ang mga yakap at halik.,4
Masakit isipin na wala na ang mga dating tawanan.,4
Napapagod na ako sa laban sa lungkot.,4
Nahihirapan ako sa bigat ng nararamdaman.,4
Nalulungkot ako sa paglipas ng bawat araw.,4
Naiiyak ako kapag naaalala ko ang mga pinagdaanan natin.,4
Nahihirapan ako sa pagpapanggap na masaya.,4
Napapaluha ako sa tuwing naaalala ko ang mga pangako natin.,4
Nahihirapan ako sa sakit na dulot ng pagkawala mo.,4
Nasasaktan ako sa tuwing naaalala ko ang mga pangarap nating dalawa.,4
Napapagod na ako sa pagtanggap ng realidad.,4
Naiiyak ako sa bigat ng sakit na nararamdaman ko.,4
Nahihirapan ako sa pagtanggap na wala ka na.,4
Nalulungkot ako sa bawat paglipas ng oras.,4
Napapaluha ako sa tuwing naaalala ko ang mga alaala natin.,4
Nahihirapan ako sa pagpikit ng aking mga mata.,4
Napapagod na ako sa laban sa sakit ng puso.,4
Naiiyak ako kapag naaalala ko ang mga pangarap nating hindi natupad.,4
Masakit isipin na wala ka na sa aking tabi.,4
Nahihirapan akong pigilin ang luha ko.,4
Nararamdaman kong walang silbi ang lahat.,4
Nakakaramdam ako ng bigat sa puso ko.,4
Hirap akong mawalan ng pag-asa.,4
Naiiyak ako kapag naaalala ko siya.,4
Parang wala nang kulay ang mundo ko ngayon.,4
Nararamdaman kong nag-iisa ako sa mundo.,4
Ang sakit-sakit sa pakiramdam ko ngayon.,4
Gusto ko lang magtago at umiyak.,4
Ang lungkot ay bumabalot sa akin ngayon.,4
Nahihirapan akong magpatuloy nang wala siya.,4
Pakiramdam ko'y walang saysay ang lahat.,4
Nakakaramdam ako ng lungkot na hindi maipaliwanag.,4
Parang nawalan ako ng saysay sa buhay.,4
Gusto ko nang bumalik sa nakaraan.,4
Ang pagkawala niya ay sumira sa puso ko.,4
Naiiyak ako kapag naaalala ko ang mga alaala namin.,4
Napakasakit ng nararamdaman ko ngayon.,4
Nahihirapan akong ngumiti sa harap ng ibang tao.,4
Ang sakit-sakit ng pagkalungkot na ito.,4
Parang hindi ko na kayang ipagpatuloy pa.,4
Gusto ko nang lumisan at magtago.,4
Ang pagkawala niya ay nagdulot ng malalim na lungkot.,4
Nararamdaman kong nasasaktan ako nang labis.,4
Naiiyak ako tuwing naaalala ko ang mga pangako niya.,4
Hindi ko alam kung paano ko haharapin ang bukas.,4
Ang puso ko ay basag na basag.,4
Nahihirapan akong mag-move on.,4
Parang wala nang saya sa buhay ko.,4
Nararamdaman kong tila wala nang pag-asa.,4
Nais kong humilata na lang at umiyak.,4
Ang pagkawala niya ay nag-iwan ng malalim na sugat.,4
Nahihirapan akong magpakatatag.,4
Ang sakit-sakit ng nararamdaman ko.,4
Gusto ko nang sumuko.,4
Parang wala nang liwanag sa dulo ng tunnel.,4
Naiiyak ako kapag naaalala ko ang mga pangarap namin.,4
Nararamdaman kong parang nag-iisa ako sa mundo.,4
Ang lungkot ay bumabalot sa akin nang labis.,4
Nahihirapan akong magtiwala muli.,4
Ang puso ko ay puno ng lungkot.,4
Napakahirap mag-isa.,4
Gusto ko nang bumalik sa panahon na masaya kami.,4
Ang pagkawala niya ay parang pumutol sa akin ng kalahati.,4
Nararamdaman kong hindi ko kaya ang lungkot na ito.,4
Naiiyak ako sa tuwing mag-isa ako.,4
Hirap akong tanggapin na wala na siya.,4
Parang nawalan ako ng saysay sa buhay ko.,4
Nahihirapan akong mag-move forward nang wala siya.,4
Nakakalungkot isipin na wala na siya sa tabi ko.,4
Ang lungkot ay sumisiksik sa aking puso.,4
Naiiyak ako kapag naalala ko ang kanyang mga ngiti.,4
Nakakaramdam ako ng lungkot tuwing nakikita ko ang kanyang larawan.,4
Nasasaktan ako sa tuwing naaalala ko ang mga magagandang alaala namin.,4
Napapaluha ako kapag naalala ko ang mga pangako niya.,4
Nakakalungkot ang pag-iisa ko ngayong wala siya.,4
Ang buhay ay tila walang kulay nang mawala siya.,4
Nais kong balikan ang mga masasayang sandali namin.,4
Nakakaramdam ako ng lungkot sa tuwing bumabalik sa akin ang mga sakit na naranasan namin.,4
Ang pagkawala niya ay nagdulot ng malalim na lungkot sa akin.,4
Nais kong yakapin siya at hindi na pakawalan pa.,4
Nasasaktan ako kapag naalala ko ang mga pangarap na hindi na natin natupad.,4
Naiiyak ako kapag naaalala ko ang mga pangako na hindi niya natupad.,4
Ang lungkot ay bumabalot sa akin tuwing natatapos ang araw.,4
Nakakalungkot ang pag-iisa ko sa tuwing gabi.,4
Nagiging mabigat ang puso ko kapag naalala ko ang mga pagkukulang ko.,4
Nasasaktan ako sa bawat alaala na bumabalik sa akin.,4
Naiiyak ako kapag naaalala ko ang mga salitang hindi naiparating.,4
Nakakalungkot ang bawat pag-ibig na hindi nagtagal.,4
Ang lungkot ay bumabalot sa akin tuwing umaga.,4
Napapaluha ako sa tuwing naiisip ko ang kanyang pangalan.,4
Nakakaramdam ako ng lungkot sa tuwing bumabalik sa akin ang mga pangako niya.,4
Ang pagkawala niya ay nagdulot ng malalim na sugat sa akin.,4
Nais kong balikan ang mga sandaling puno ng ligaya.,4
Nakakaramdam ako ng lungkot sa tuwing naaalala ko ang mga pangarap na hindi na natin natupad.,4
Nais kong sumigaw at ipahayag ang sakit na nararamdaman ko.,4
Nasasaktan ako sa tuwing naaalala ko ang mga yakap at halik niya.,4
Ang lungkot ay tila hindi na mawawala sa aking puso.,4
Nakakalungkot isipin na wala na siya sa tabi ko.,4
Nalulungkot ako kapag iniwan ako ng mga kaibigan ko.,4
Mahirap pigilin ang luha kapag naalala ko ang mga masasayang alaala.,4
Nakakalungkot isipin na hindi mo na makakasama ang mga mahal mo sa buhay.,4
Nasasaktan ako kapag naririnig ko ang mga kwento ng pagkawala ng mga mahal sa buhay.,4
"Boses ba ang masahol pa Sa may kalawang na palakol?""",5
Eeeeek! Palaka!,5
Sumuka siya nang sumuka hanggang maubos ang tubig sa kaniyang tiyan.,5
"Sa halip na ginto, puro dumi at tae ng manok ang silid.",5
Natae pa ang manok sa kamay ng datu.,5
"""Masamang kainin ang karneng iyon dahil bulok na at may lason pa sa daga,"" sabi ng matadero.",5
"""Aruy ko po! Ang sakit ng tyan ko!"" sabi ni Pikpakbum.",5
Diniinan niya ito sa tiyan hanggang magsuka nang magsuka.,5
Napakaraming nagkalat na mabahong basura sa labas.,5
Nainis si Maria nang makita ang maraming kalat sa kanyang silid,5
Nandidiri si Franz sa amoy ng bagoong.,5
Si Juan ay napapailing nang makakita ng maruming kalsada.,5
Hindi nagustuhan ni Marco ang lasa ng kakaibang prutas na kanyang tinikman.,5
Hindi gusto ni Mia ang amoy ng mantsa sa kanyang paboritong damit.,5
Si Princess Lala ay nandidiri sa kanyang kinakain na gulay.,5
Sinaway ni Clara ang kanyang kaibigan dahil sa kanyang maduming sapatos.,5
