text,sentiment
Matagal na silang nagsasama pero wala pa ring anak.,neutral
"Noon ko lang nalaman kung ano talaga ang sakit ni Raquel, LU-KIM-YAH, gano'n ang bigkas ni Tita.",neutral
Hindi alam nila Raquel naiinggit ako sa kaniya.,neutral
Inip na inip tuloy ako sa Maynila.,neutral
Nagmamadaling isinugod nila si Raquel sa ospital.,neutral
Humingi nga ng paumanhin ang kawal kay Poknoy Palaka.,neutral
"""Magmula ngayon, hindi na kita paglalaruan..."" ang sabi pa nito.",neutral
Nagsumbong ang prinsesa sa hari At nalaman nga nito kung sino ang may kagagawan ng lahat.,neutral
Humaharurot ang isang kotse!,neutral
"Paano makatutulog ang bata kung naririnig niya ang ""BIP! BIP! BIP!""? ",neutral
Namumula na naman ang tuka Ay hindi pa rin makatilaok.,neutral
Wala namang maisagot ang kanyang mga tagapayo.,neutral
"Hindi ako makalabas ng bahay, hindi makapag-swimming, hindi rin pwedeng makipagkita sa mga kaibigan at kalaro.",neutral
Ngunit sa gitna ng kwentuhan ay ‘di maiwasan na mabanggit ang mga ilang problema tungkol sa mga bata.,neutral
"Magtatagal kami sa Dubai,"" pagpupumilit ni Aling Jing.",neutral
Inalok niya sa lola ko kaya lang ayaw ng lola ko kasi babae.,neutral
Ang isang puti ay hiningi ni Aling Jing.,neutral
"Sabi ng lola, dapat ipakapon na sila.",neutral
"Kaya lang mahal ang magpakapon, kaya pag nag-iinit sila inilalagay ng lola ko sa kulungan.",neutral
May nagsasabing iligaw sila kasi baka dumami at marami kaming pakakainin pero ayaw ng lola ko.,neutral
"“Buti ka pa! Ako, hindi pa pinapayagang lumabas nang mag-isa.”",neutral
"“Kulang na ang panggastos para sa data, mas mahirap pa kung walang gadget.”",neutral
"Nakipaglaro kami sa kanila ngunit batid kong malapit na pala silang umalis sa resort, malungkot ang kanilang naunang pag-alis ngunit may masayang alaala.",neutral
Nakatulog sa byahe ang mga nakababata naming pinsan.,neutral
Alas-otso na ng gabi nang kami’y kumain ng hapunan.,neutral
"“Napakahirap pa namang mag-aral ‘pag ganito, hindi masyadong naipapaliwanag ng guro ang mga takdang-aralin.”",neutral
“Bukod pa sa mahinang internet sa karagatan.”,neutral
“Nababahala ang mga batang pugita sa malalim na karagatan dahil sa isang pandemya ang tumama sa paligid at sa pag-agos ng panahon ay may pangamba na tumagal ang pandemya.”,neutral
"Pero pagkarating namin doon ay nagsimulang umulan kaya’t hindi kami makapasok.""",neutral
"""Subalit kami ay sumama sa aking pinsan na si Kaele sa Singapore.""",neutral
"""Pagkatapos kong mag-stay kina Kaele ay pupunta ako sa aking mommy.""",neutral
"""Minsan ay bumibisita pa kami sa kanyang mga kaibigan.""",neutral
"""Pero minsan ay napagsasabihan din ako ni lola.""",neutral
"""“Isang beses, habang may kausap si lola...""",neutral
"Hindi ko na po uulitin ‘yon.""",neutral
"""“Kapag hindi mo niligpit ang mga laruan mo pagkatapos gamitin ay wawalisin kong lahat ng nakakalat sa sahig.”""",neutral
"""Tinawag ni Tatay Ador ang buong pamilya at sinabing, “Hindi na matutuloy ang ating bakasyon.""",neutral
"""Pero bago niya pa sabihin, nakita niya na may nang-aapi na aso sa mga pusa.""",neutral
Nakatago ka lang pala rito sa kwarto mo.” ,neutral
"Nagulat si Mila nang nakita niya ang kanyang nanay.""",neutral
"Sa hina ng boses ni Mila, hindi narinig ng dalawang aso ang sinabi niya.""",neutral
"""Okay lang iyon basta’t hindi sumusobra dahil wala namang tao o aso na hindi nagkakamali.""",neutral
"""Pagkalipas ng ilang buwan, hindi na pinapakain ni Filix ang kaniyang mga alagang hayop.""",neutral
"""Si Filix kasi ay lagi nang naglalaro sa kaniyang tablet.""",neutral
"""Ngunit hindi niya pinansin ang kanyang tatay, at patuloy lang na naglalaro sa kaniyang tablet.""",neutral
"""Lahat sila’y nag-uubuhan dahil sa makapal na usok.""",neutral
"""Nang sila ay umalis, binuhat ko si Lala pauwi upang gamutin ang mga sugat niya."" ",neutral
" Naghintay ako na ibalik ni Lala ang bola, ngunit walang dumating na Lala.",neutral
" “Lala, saan ka na ba nagpunta? Hinahanap na kita.”",neutral
 Nasaan ka na kaya?,neutral
 Nagsimula na akong mag-alala at gustung-gusto ko nang makita si Lala.,neutral
"""“Lala, ikaw na ba yan?” Hinabol ko ang tunog at nakita ko si Lala na may kasamang apat na lalaking nang-aaway at nambabato sa kanya."" ",neutral
Sandosenang kamay ang sabay-sabay na kumakaway.,neutral
"Sandosenang ""Ingat ka!"" at ""Babay!""",neutral
Sandosenang retrato ang aming pabaon.,neutral
Siguradong hindi kami makalilimutan ni Kuya.,neutral
Lalo na ang magagandang alaala na hihigit pa sa sandosena.,neutral
Isang mag-asawang talagang nakatutuwa iyan sina Lolo 'Un Momento' at Lola 'Apura'.,neutral
"Sa edad na walumpu, sila ay kapuwa malusog at masigla!",neutral
Masipag at maagap si Lola-- ayaw na ayaw niyang mahuhuli sa umaga.,neutral
"""Pagkarating namin doon ay nagsimulang umulan kaya’t hindi kami makapasok.""",neutral
"Iniwan na rin siya ng kanyang mga kawal at mga utusan, maliban kay Senyang Kusinera na nanatiling tapat sa kanya.",neutral
 Kung ang pagkaing itinatapon ninyo ay ipinakakain ko na lang sana sa kanila hindi lamang sila matutuwa kundi matutugunan ko pa ang pangangailangan nila para lumaki silang malulusog.,neutral
Lalo akong guminhawa sa bawat himas ni Nanay.,neutral
Pumunta ako kay Nanay at humawak sa kamay niya.,neutral
"Pakiramdam ko, kahit kailan, ayaw ko nang bumitiw pa.",neutral
Sandosenang ngiti ang bumabati sa akin tuwing umaga.,neutral
Sandosena ang kalaro ko ng taguan sa plasa.,neutral
Sandosena ang katulong ko sa pagwawalis ng kalat.,neutral
Sandosenang titser ang nagturo sa akin magbasa at magsulat.,neutral
Sandosenang doktor din ang gumagamot kapag ako'y may lagnat.,neutral
"Pag malungkot naman, sandosenang masasayang kuwento.",neutral
"""Kung maaari mong hikayatin ang iyong ama na magtanim ng mas maraming puno ng saging, para maging sagana para sa ating lahat.",neutral
"""Mahusay na kapitan ang aking tatay, kaya nga ipinangalan sa kaniya ang ating kalye.""",neutral
"""Kung pakakawalan mo ako, bibigyan kita ng gintong singsing,"" sabi ng buwaya.",neutral
"""Noong ako ay bago, sabi ng sumbrero, ""sinusuot ako ng aking panginoon na may buong pagmamalaki sa lungsod.",neutral
"Lilikhain ko ang sanlibutan,"" sabi ni Tungkung Langit, ang lalaking bathala.",neutral
"Tutulungan kita,"" alok ni Alunsina, ang babaing bathala.",neutral
"Bayaan mo, igagawa kita ng kidlat at kulog.""",neutral
"Pagkahalik sa aming dalawa, pinaupo kami ni Nanay sa kusina.",neutral
"""At tandaan mo, hating kapatid.""",neutral
May walong piraso.,neutral
"""Maari ba kitang makalimutan, e ikaw ang pinakamahalaga sa akin?"" ang amo ni Nanay, sabay yakap sa akin.",neutral
Laking gulat ko nang makita kong wala pa si Nanay sa bangko!,neutral
"Noong isang araw nga, bumisita kami sa palasyo sa may sapa...at meron pang parti!",neutral
Doon nagkokonsert ang mga kuliglig habang nagtatambol ang mga palaka.,neutral
Marami na kaming napuntahan ni Titoy sakay ng kaniyang madyik silya.,neutral
"Mga kuwebang makukulay, mga mansiyon sa gitna ng gubat, at sari-saring lugar na kakaiba.",neutral
"""Hinihintay na tayo ng prinsesa sa may palayan!""",neutral
"Balang araw, makabibisita rin ang mga ibang bata kay Haring Pla-Pla.",neutral
Balang araw ay makikita nilang walang ipinag-iba si Titoy sa kanila.,neutral
"""Sinabi ko sa inyo kanina na mas mabuti ang mabagal.""",neutral
"Di kailangan ng gasolina, konting tulak lang--aandar na!",neutral
Makulay ang upuan nito at kumikinang--ang gara!,neutral
"Minsan, sasakay lang kaming dalawa sa madyik silya at bigla itong nagiging kotse.",neutral
"Merong dalawang gulong na di nabubutas, kahit idaan pa sa batong matalas.",neutral
"""Palay ang itawag mo sa iyong pananim,"" awit ng mga damo na lalong sumigla ang pagsayaw pagbuhos ng malakas na ulan.",neutral
Mabuti na lang at wala siyang sakay.,neutral
Palabiro at makulit kagaya ko.,neutral
"Sa tuwing tumatakbo, walang iwanan.",neutral
"Saanman magpunta, magkasama kaming dalawa.",neutral
"""Gusto kong isilang doon ang ating anak.""",neutral
Kaya ako ang paborito ni Carlo.,neutral
"Sa tumbang preso, ako ang bida niyang pamato.",neutral
"""Mukha ka pang matibay at may ibubuga.""",neutral
"""Mula noon, kahit tumaas at lumago na ang bakod sa pagitan ng bahay-na-kahoy at bahay-na-bato, malaya nang nakapaglalaro ang magpinsan.""",neutral
"Sa kabila ng pang-aalipusta at pagtanggi ng kanyang ama na pakinggan ang kanyang babala, nanatili siyang matatag at determinado na ipagpatuloy ang kanyang layunin na protektahan ang kanilang lugar mula sa sunog.",neutral
"Kahit na sa una ay hindi siya pinansin, ang kanyang pagpupursigi at pagtitiyaga ay nagbunga ng pagpapahalaga at pagkilala mula sa kanyang mga kapwa langgam at pinuno.",neutral
"Sa huli, ang pagiging matapang at matiyagang ipinakita ni Lani ay nagdulot ng pagbabago at pagkakaisa sa kanilang komunidad.",neutral
Siya ay laging masigasig.,neutral
Ang mga pagtulong sa anak niya ay marami.,neutral
"Pati pagtulong sa mga apo, hindi siya pahuhuli.",neutral
Madami rin siyang karunungan.,neutral
Siya rin ang lagi sa amin ay nagtuturo.,neutral
"“Ah! Ako, tinutulungan ko rin sina Inay at Itay sa pagwawalis ng bahay namin.”",neutral
"""Pagkatapos ng araw na iyon ay lagi na akong lumalabas kasama ang buong pamilya ko.""",neutral
"""Tama, at pwede rin nating ipanalangin ang ating mga lider, doktor at nars, mga kababayan lalo na ang mga may sakit at ang mga mahihirap at nawalan ng trabaho o hanap-buhay"".",neutral
“Bakit ka tumutulong mag-ayos ng washing machine?”,neutral
"""“Iyon namang mga aso na iyon, nagbibigay respeto sa nakatatanda at kapwa aso.""",neutral
"""Ginawa niya agad ang tama at pinigilan ang mga asong nang-aapi.""",neutral
"""Pinapakain ni Filix ang mga alaga niyang hayop araw-araw.""",neutral
"""Pagkalipas muli ng ilang araw, sinurpresa na naman si Filix ng kaniyang tatay ng isa pang isda na pula.""",neutral
"""Pagkalipas muli ng ilang araw, sinurpresa na naman si Filix ng kaniyang tatay ng isa pang isda na pula.""",neutral
"""Isang araw habang si Filix ay nasa bahay nila, sinurpresa siya ng kaniyang tatay na si Mang Nards.""",neutral
“Tumulong ako sa sarili ko sa pamamagitan ng pagtulong sa iba.”,neutral
“Isa-isang naghimok ang mga katulad ko at sumama sa akin.”,neutral
"“Nakatulong din sila sa kanilang mga kapwa, at higit sa lahat, nagtaguyod tayo ng isa’t isa.”",neutral
"“Iyan na ang mga tinatamasa natin sa pagtulong sa isa’t isa,” ani Elias.",neutral
“Ang kagubatan ay hindi lang tagapagligtas ng kalikasan kundi ng ating pagkakakilanlan.”,neutral
"“At sa kabila ng mga pagbabagong naganap, tayo pa rin ang nagpapasya sa ating kapalaran.”",neutral
"“Nasaksihan ko ang pagbabago ng bayan mo, Elias,” aniya.",neutral
"“Ngunit habang nagtatanim ako ng puno, naisip ko rin ang kinabukasan ng mga anak ko at mga apo.”",neutral
Ang dating mabalasik na hangin na sumalubong sa akin ay napalitan ng banayad at mabangong simoy.,neutral
Nagsulputan din ang mga bagong bahay na may maririkit na harding hitik sa mga bulaklak at iba’t ibang uri ng gulay.,neutral
"Sari-saring huni ng ibon ang maririnig, kasaliw ng lagaslas ng tubig mula sa bukal at ilog.",neutral
"Sa di kalayuan, pumutok na ang mga bunga ng puno ng kapok, at tinatangay ito ng hangin.",neutral
Kinailangan ko nang bumalik sa Hawaii.,neutral
Yun na ang huling pagkikita namin ni Elias sa loob ng mahabang panahon.,neutral
"Pagkatapos noon, nagkuhanan ng litrato ang mga opisyal, namalikmata sa likas na kagandahan ng gubat.",neutral
"Napansin ko rin na ikinalat ng hangin ang mga buto kung kaya’t sumibol din ang mga hardin, parang, palumpong, at mga bulaklak sa paligid.",neutral
May mga ibon na ring dumadapo sa mga puno.,neutral
"Hindi man sinasadya, malaki ang nagging epekto ng mga puno ni Elias sa unti-unting pagbabagong-anyo ng paligid, na tila walang nakapansin.",neutral
"Kung iisipin na ang lahat ng ito’y nagmula sa kamay, tiyaga at dedikasyon ng isang taong wala namang pormal na kasanayan, mauunawaan mo na tulad ng Diyos, may angking kakayahan ang tao sa paglikha, at hindi lamang sa pagpuksa.",neutral
"Dumadaloy na uli ang natuyong bukal, at pati ang ilog ay muling nagkabuhay!",neutral
"Sa aking murang isipan, nabuhay at nagkahugis ang mapa ng Tierra Verde – ang luntiang kabundukan, mayabong na gubat, sariwang bukal, matatayog ng puno, at mala-kristal na ilog.",neutral
"Gayun pa man, pabalik-balik lagi ang mithiing makapaglakbay sa Pilipinas, upang tuklasin ang maalamat na bayang lunan ng mga pangarap noon nina Nanay at Tatay at kilalanin nang lubusan ang aking pinagmulan.",neutral
Masinop ang lahat ng gamit sa loob ng bahay.,neutral
Malinis ang mga pinggan at nakasabit sa dingding ang mga kawali at kaserola.,neutral
"Sa nakalipas na tatlong taon, nakapagtanim na siya ng isandaang libong buto ng narra.",neutral
"""Habang lalo silang nagkakakilala, lumilitaw ang mabubuti nilang katangian at naging mas madaling ipagpalipas na lang ang dati nilang mga hidwaan.""",neutral
"""Alam ko yata kung kailan nila talagang simulang nakita ang isa’t isa bilang tunay na magkaibigan.""",neutral
"""Para kina Melo at Lucing, na parehong nag-iisa at sanay nang walang ibang kasama, ",neutral
"""“Kumusta ka na?” tapat niyang itinanong.""",neutral
"""Sa mga sumunod na araw, namukadkad sa dalawa ang diwa ng mabuting pakikisama tuwing nagkikita sila sa labas.""",neutral
"""Pero si Melo, na nabibigatan na sa pag-iisa, ay nagpasyang kumustahin si Lucing sa kanyang kalusugan.""",neutral
Ngunit sinira ng malakas na bagyo ang kanilang mga bahay sa tabing-dagat.,positive
Pagod na ako sa ganitong buhay. Hindi tuloy tayo magkaanak.,positive
Ngunit biglang dumating ang tagtuyot.,positive
"Matagal na hindi umulan, at natuyo ang lupa.",positive
"Namatay ang mga halaman at punongkahoy, at nawala ang mga hayop at ibon.",positive
Namatay ang mga isda sa natuyong batis.,positive
Ngunit wala pa rin siyang makitang pagkain.,positive
"""Pero minsan pwede rin na hindi masaya.""",positive
"""Si Lily ay bata pa kaya’t hindi pa niya lubos na nauunawaan ito ngunit siya’y malungkot din sapagkat malungkot si Ate.""",positive
"Si Onyok, ang bunsong manok, Ang bukod tanging nagmumukmok.",positive
"Ubo, ubo lang ang tunog Na kaya niyang ibuga.",positive
Nagtampo na ba ang kaniyang mga ngiti?,positive
"""Ako'y hiyang-hiya,"" sabi ni Tipaklong.",positive
Hindi malimot ng Prinsipe si Maria.,positive
Niyakap siya ng dalawa habang patuloy pa rin siya sa pag-iyak.,positive
Walang nagawa si Senyang Kusinera kundi pulutin ang mga pagkain sa sahig.,positive
Sayang naman ito. ,positive
"Ganoon daw talaga ang giyera - malakas makaubos ng lakas, makapagod ng isip at makalaspag ng kaluluwa.",positive
Nasalanta ang buong bayan ng Tierra Verde at halos walang nakaligtas.”,positive
"Libu-libo na rito ang namatay, sinira ng daga o hindi nakaligtas sa bugso ng kalikasan.",positive
"""Noong tumanda na sina Brownie at Muning, unti-unti silang nanghina at pumanaw.""",positive
"""Nauna si Brownie, na hinimlay ni Melo sa lilim ng puno ng mangga.""",positive
"""Hindi nagtagal, sumunod na si Muning, na inilibing ni Lucing sa ilalim ng mga bulaklak ng zinnia na hilig niyang gawing palaruan.""",positive
"""Sa lubhang lungkot nina Melo at Lucing, parang nawalan ng kulay ang mga hardin.""",positive
"""At bago muling pumasok ng bahay, malungkot niyang napansing nanilaw na ang mga pipinong pinagkakaingatan ni Melo.""",positive
"""“Hindi ko na rin po ba pwedeng ayusin ang mahabang buhok ng kaibigan kong si Julie?” malungkot na sagot ng bata.""",positive
"""Pero akó’y nalungkot dahil umalis na rin ang aking naging kaibigang Hapón.""",positive
"""Labis lámang ang aking panghihinayang, sumakabilang-búhay nang maaga ang aking Izumi,” huminang muli ang boses ni Lolo.""",positive
"Patawarin mo nawa ako, aking reynang walang korona.”""",positive
"""Maghapon lang siyang nakatanghod sa bintana, tahimik na umaasang makapaglalaro muli sa labas.""",positive
"""Pinagod niya nang husto ang kaniyang sarili, hanggang isang araw ay tinakasan na siya ng hininga, at hindi na niya ito muling nahabol pa.""",positive
"""Pumanaw ang kabiyak ng haciendero noong tag-araw ng ika-anim na taon ng kanilang pagsasama, at naulila ang kanilang munting supling na si Francisco.""",positive
"""Mahina ang kaniyang katawan at sakitin, bagamat taglay niya ang ngiti at sigla ng kaniyang ina.""",positive
"""Madali siyang mapagod at hindi niya kayang magbabad sa labas ng bahay sa buong maghapon.""",positive
"""Ang kaniyang katawan, na mahina na noonpaman, ay nauubusan na ng sigla.""",positive
"""Tila tinatakasan lagi ng kulay ang mukha niya, at napapadalas na rin ang pagsisikip ng kaniyang hininga para ipagwalang-bahala pa.""",positive
"Kaya mas malas ako kaysa iyo.""",positive
"""Waaa!"" biglang iyak ng bulate.",positive
"""Bakit ka umiiyak, kaibigan?"" tanong kay Putot ng nagdaraang bulate.",positive
Inggit na inggit siya sa mahabang buntot ng iba at ikinahihiya naman ang buntot niya.,positive
Awang-awa si Pilandok sa taumbayan,positive
Nalanta ang mga dahon at nabulok ang puno nito.,positive
Malungkot na malungkot si Matsing.,positive
"""Hu! Hu! Hu!"" iyak ni Matsing.",positive
habang si Maria ay itinatratong parang alila.,positive
Isang kawawang dalaga si Maria.,positive
Bata pa siya nang mamatay ang kaniyang ina.,positive
Umiiyak si Maria nang marinig niya ang isang matamis na tinig.,positive
"Sa tindi ng lungkot, iniutos ng Prinsipe na hanapin ang may-ari ng kabiyak na sapatos.",positive
Umiiyak si Maria nang marinig niya ang isang matamis na tinig.,positive
Wala ng pera si Donillo.,positive
"Kailangan ni Jelina ng gamot,"" malungkot na sabi ng lalaki.",positive
Isang araw ay nagkasakit si Jelina.,positive
Ang sakit niya ay tumagal at lumubha hanggang naubos ang ipon nila sa pagpapagamot.,positive
"Ngunit naisip niya, bakit parang may kulang?",positive
Umiyak ako nang umiyak kay Nanay.,positive
Kawawang Beybi Dan! Umupo siya at parang maiiyak na!,positive
"""Akala naman ni Onyok, Parati siyang pinagtatawanan Ng mga kapwa-manok.""",positive
“Bakit ka mag-isa ngayon?”,positive
"“Sinuway ko ang utos ni Inay,” malungkot na sagot ni Chonggi.",positive
"Sa tindi ng lungkot, iniutos ng Prinsipe na hanapin ang may-ari ng kabiyak na sapatos.",positive
"""“Pero minsan pwede rin na hindi masaya.""",positive
"""Isa-isang namamatay ang mga alagang hayop ni Filix at inilibing sila sa lupa kung saan naroon ang mga halaman ng kaniyang nanay na si Aling Bea.""",positive
"""Noong namatay na ang lahat ng mga alaga niyang hayop, malapit nang umiyak si Filix.""",positive
"""Nalungkot ako sa nangyari sa kanya."" ",positive
"""Sa bahay, nakita ko ang larawan namin ni Lala at naiyak ako sa nangyari sa kanya.""",positive
"""Sayang..."" bulong niya.",positive
"Akala ko nilimot mo na ako.""",positive
"""At dahil nangungulila na rin si Lucing, kinumusta rin niya si Melo.""",positive
"""Dahil parehong nagluluksa sa pumanaw nilang mga alaga, nakahanap sila ng karamay sa isa’t isa.""",positive
Nahihirapan ako sa bigat ng aking damdamin.,positive
Naiiyak ako kapag naalala ko ang mga masasakit na pangyayari.,positive
Laging may lungkot sa aking puso.,positive
Nahihirapan ako sa lungkot na dala ng pagkawala ng mahal sa buhay.,positive
Masakit isipin na wala nang magagawa para mabawi ang nawala.,positive
Ang bawat araw ay parang walang sigla.,positive
Nalulungkot ako sa paglipas ng panahon na hindi ko na maibabalik.,positive
Napapaluha ako sa pag-alala sa mga masasayang alaala.,positive
Nahihirapan ako sa pagtanggap ng katotohanan.,positive
Ang bawat araw ay parang walang liwanag.,positive
Nababalot ako ng lungkot at pangungulila.,positive
Hirap na hirap ako sa pagpigil ng aking luha.,positive
Nagdurusa ang aking puso sa bigat ng kalungkutan.,positive
Napapaisip ako kung bakit ganito ang tadhana.,positive
Laging may luha sa aking mga mata.,positive
Nahihirapan ako sa paglipas ng panahon na hindi kasama ang minamahal.,positive
Lagi akong nakatulala sa kawalan.,positive
Nasasaktan ako sa tuwing naalala ko ang mga pangako na hindi natupad.,positive
Lagi akong nababalot ng lungkot kahit sa kaligayahan.,positive
Naiiyak ako kapag naaalala ko ang mga pangarap na hindi natupad.,positive
Napapagod na ako sa pagtatago ng aking lungkot.,positive
Hindi ko kayang pigilin ang sakit na nararamdaman sa loob ng aking puso.,positive
Nahihirapan ako sa pagtanggap na wala na ang minamahal.,positive
Lagi akong nag-iisa sa aking kalungkutan.,positive
Napapaluha ako kapag naaalala ko ang mga pinagdaanan.,positive
Nababalot ako ng lungkot sa tuwing naaalala ko ang mga pangako.,positive
Ang lungkot ay parang naglalakbay sa aking kalooban.,positive
Nahihirapan ako sa pagtanggap na hindi na magbabalik ang dating saya.,positive
Naiiyak ako kapag naaalala ko ang mga yakap at halik.,positive
Masakit isipin na wala na ang mga dating tawanan.,positive
Napapagod na ako sa laban sa lungkot.,positive
Nahihirapan ako sa bigat ng nararamdaman.,positive
Nalulungkot ako sa paglipas ng bawat araw.,positive
Naiiyak ako kapag naaalala ko ang mga pinagdaanan natin.,positive
Nahihirapan ako sa pagpapanggap na masaya.,positive
Napapaluha ako sa tuwing naaalala ko ang mga pangako natin.,positive
Nahihirapan ako sa sakit na dulot ng pagkawala mo.,positive
Nasasaktan ako sa tuwing naaalala ko ang mga pangarap nating dalawa.,positive
Napapagod na ako sa pagtanggap ng realidad.,positive
Naiiyak ako sa bigat ng sakit na nararamdaman ko.,positive
Nahihirapan ako sa pagtanggap na wala ka na.,positive
Nalulungkot ako sa bawat paglipas ng oras.,positive
Napapaluha ako sa tuwing naaalala ko ang mga alaala natin.,positive
Nahihirapan ako sa pagpikit ng aking mga mata.,positive
Napapagod na ako sa laban sa sakit ng puso.,positive
Naiiyak ako kapag naaalala ko ang mga pangarap nating hindi natupad.,positive
Masakit isipin na wala ka na sa aking tabi.,positive
Nahihirapan akong pigilin ang luha ko.,positive
Nararamdaman kong walang silbi ang lahat.,positive
Nakakaramdam ako ng bigat sa puso ko.,positive
Hirap akong mawalan ng pag-asa.,positive
Naiiyak ako kapag naaalala ko siya.,positive
Parang wala nang kulay ang mundo ko ngayon.,positive
Nararamdaman kong nag-iisa ako sa mundo.,positive
Ang sakit-sakit sa pakiramdam ko ngayon.,positive
Gusto ko lang magtago at umiyak.,positive
Ang lungkot ay bumabalot sa akin ngayon.,positive
Nahihirapan akong magpatuloy nang wala siya.,positive
Pakiramdam ko'y walang saysay ang lahat.,positive
Nakakaramdam ako ng lungkot na hindi maipaliwanag.,positive
Parang nawalan ako ng saysay sa buhay.,positive
Gusto ko nang bumalik sa nakaraan.,positive
Ang pagkawala niya ay sumira sa puso ko.,positive
Naiiyak ako kapag naaalala ko ang mga alaala namin.,positive
Napakasakit ng nararamdaman ko ngayon.,positive
Nahihirapan akong ngumiti sa harap ng ibang tao.,positive
Ang sakit-sakit ng pagkalungkot na ito.,positive
Parang hindi ko na kayang ipagpatuloy pa.,positive
Gusto ko nang lumisan at magtago.,positive
Ang pagkawala niya ay nagdulot ng malalim na lungkot.,positive
Nararamdaman kong nasasaktan ako nang labis.,positive
Naiiyak ako tuwing naaalala ko ang mga pangako niya.,positive
Hindi ko alam kung paano ko haharapin ang bukas.,positive
Ang puso ko ay basag na basag.,positive
Nahihirapan akong mag-move on.,positive
Parang wala nang saya sa buhay ko.,positive
Nararamdaman kong tila wala nang pag-asa.,positive
Nais kong humilata na lang at umiyak.,positive
Ang pagkawala niya ay nag-iwan ng malalim na sugat.,positive
Nahihirapan akong magpakatatag.,positive
Ang sakit-sakit ng nararamdaman ko.,positive
Gusto ko nang sumuko.,positive
Parang wala nang liwanag sa dulo ng tunnel.,positive
Naiiyak ako kapag naaalala ko ang mga pangarap namin.,positive
Nararamdaman kong parang nag-iisa ako sa mundo.,positive
Ang lungkot ay bumabalot sa akin nang labis.,positive
Nahihirapan akong magtiwala muli.,positive
Ang puso ko ay puno ng lungkot.,positive
Napakahirap mag-isa.,positive
Gusto ko nang bumalik sa panahon na masaya kami.,positive
Ang pagkawala niya ay parang pumutol sa akin ng kalahati.,positive
Nararamdaman kong hindi ko kaya ang lungkot na ito.,positive
Naiiyak ako sa tuwing mag-isa ako.,positive
Hirap akong tanggapin na wala na siya.,positive
Parang nawalan ako ng saysay sa buhay ko.,positive
Nahihirapan akong mag-move forward nang wala siya.,positive
Nakakalungkot isipin na wala na siya sa tabi ko.,positive
Ang lungkot ay sumisiksik sa aking puso.,positive
Naiiyak ako kapag naalala ko ang kanyang mga ngiti.,positive
Nakakaramdam ako ng lungkot tuwing nakikita ko ang kanyang larawan.,positive
Nasasaktan ako sa tuwing naaalala ko ang mga magagandang alaala namin.,positive
Napapaluha ako kapag naalala ko ang mga pangako niya.,positive
Nakakalungkot ang pag-iisa ko ngayong wala siya.,positive
Ang buhay ay tila walang kulay nang mawala siya.,positive
Nais kong balikan ang mga masasayang sandali namin.,positive
Nakakaramdam ako ng lungkot sa tuwing bumabalik sa akin ang mga sakit na naranasan namin.,positive
Ang pagkawala niya ay nagdulot ng malalim na lungkot sa akin.,positive
Nais kong yakapin siya at hindi na pakawalan pa.,positive
Nasasaktan ako kapag naalala ko ang mga pangarap na hindi na natin natupad.,positive
Naiiyak ako kapag naaalala ko ang mga pangako na hindi niya natupad.,positive
Ang lungkot ay bumabalot sa akin tuwing natatapos ang araw.,positive
Nakakalungkot ang pag-iisa ko sa tuwing gabi.,positive
Nagiging mabigat ang puso ko kapag naalala ko ang mga pagkukulang ko.,positive
Nasasaktan ako sa bawat alaala na bumabalik sa akin.,positive
Naiiyak ako kapag naaalala ko ang mga salitang hindi naiparating.,positive
Nakakalungkot ang bawat pag-ibig na hindi nagtagal.,positive
Ang lungkot ay bumabalot sa akin tuwing umaga.,positive
Napapaluha ako sa tuwing naiisip ko ang kanyang pangalan.,positive
Nakakaramdam ako ng lungkot sa tuwing bumabalik sa akin ang mga pangako niya.,positive
Ang pagkawala niya ay nagdulot ng malalim na sugat sa akin.,positive
Nais kong balikan ang mga sandaling puno ng ligaya.,positive
Nakakaramdam ako ng lungkot sa tuwing naaalala ko ang mga pangarap na hindi na natin natupad.,positive
Nais kong sumigaw at ipahayag ang sakit na nararamdaman ko.,positive
Nasasaktan ako sa tuwing naaalala ko ang mga yakap at halik niya.,positive
Ang lungkot ay tila hindi na mawawala sa aking puso.,positive
Nakakalungkot isipin na wala na siya sa tabi ko.,positive
Nalulungkot ako kapag iniwan ako ng mga kaibigan ko.,positive
Mahirap pigilin ang luha kapag naalala ko ang mga masasayang alaala.,positive
Nakakalungkot isipin na hindi mo na makakasama ang mga mahal mo sa buhay.,positive
Nasasaktan ako kapag naririnig ko ang mga kwento ng pagkawala ng mga mahal sa buhay.,positive
Tumitibay ang loob ko sa harap ng mga pagsubok.,positive
Masaya ako kapag kasama ko ang pamilya ko.,positive
Inspirasyon ko ang mga pangarap ko sa buhay.,positive
Nagpapasalamat ako sa mga magagandang bagay sa paligid ko.,positive
Nakakatuwa ang bawat araw na may mga bagong pagkakataon.,positive
Napapangiti ako kapag nakakatulong ako sa iba.,positive
Nagiging mas maganda ang buhay kapag pinapaligaya natin ang ibang tao.,positive
Maligaya ako kapag nakakatapos ako ng isang mahalagang gawain.,positive
Nagbibigay ng saya sa akin ang pagkakaroon ng mga tunay na kaibigan.,positive
Nakakataba ng puso ang pagtanggap ng mga papuri mula sa ibang tao.,positive
Lubos akong nagpapasalamat sa mga taong nagsisilbing inspirasyon sa akin.,positive
"Kapag may kasamang musika, napapawi ang aking pagod.",positive
